HR,Name,Const,RAh,RAmin,RAs,DEd,DEm,DEs,V,BminusV,RA,Hemisphere,DEC
322,Bet,Phe,1,6,5,-46,43,7,3.31,0.89,1.101388889,-1,-46.71861111
323,,,1,6,26.5,-35,39,39,6.61,0.14,1.107361111,-1,-35.66083333
324,41,And,1,8,0.9,43,56,31,5.03,0.11,1.133583333,1,43.94194444
325,,,1,7,13.1,-23,59,47,6.37,0.23,1.120305556,-1,-23.99638889
326,,,1,8,33.3,58,15,49,5.79,-0.01,1.142583333,1,58.26361111
327,78,Psc,1,8,1.3,32,0,44,6.25,0.4,1.133694444,1,32.01222222
328,79Psi2,Psc,1,7,57.2,20,44,21,5.55,0.13,1.132555556,1,20.73916667
329,30,Cet,1,7,46.2,-9,47,8,5.82,0.43,1.1295,-1,-9.785555556
330,80,Psc,1,8,22.2,5,38,59,5.52,0.34,1.1395,1,5.649722222
331,Ups,Phe,1,7,47.9,-41,29,13,5.21,0.16,1.129972222,-1,-41.48694444
332,Iot,Tuc,1,7,18.7,-61,46,31,5.37,0.88,1.121861111,-1,-61.77527778
333,,,1,12,16.7,79,40,26,5.64,0.01,1.204638889,1,79.67388889
334,31Eta,Cet,1,8,35.4,-10,10,56,3.45,1.16,1.143166667,-1,-10.18222222
335,42Phi,And,1,9,30.2,47,14,31,4.25,-0.07,1.158388889,1,47.24194444
336,31,Cas,1,10,39.3,68,46,43,5.29,-0.02,1.177583333,1,68.77861111
337,43Bet,And,1,9,43.9,35,37,14,2.06,1.58,1.162194444,1,35.62055556
338,Zet,Phe,1,8,23.1,-55,14,45,3.92,-0.08,1.13975,-1,-55.24583333
339,81Psi3,Psc,1,9,49.2,19,39,31,5.55,0.69,1.163666667,1,19.65861111
340,44,And,1,10,18.8,42,4,53,5.65,0.6,1.171888889,1,42.08138889
341,,,1,10,19.4,25,27,28,5.8,1.47,1.172055556,1,25.45777778
342,,,1,11,25.6,64,12,10,5.55,-0.07,1.190444444,1,64.20277778
343,33The,Cas,1,11,6.2,55,8,59,4.33,0.17,1.185055556,1,55.14972222
344,,,1,10,11.5,15,40,27,6.06,1.49,1.169861111,1,15.67416667
345,32,Cas,1,11,41.4,65,1,8,5.57,-0.09,1.194833333,1,65.01888889
346,32,Cet,1,10,12,-8,54,22,6.4,1.04,1.17,-1,-8.906111111
347,33,Cet,1,10,33.6,2,26,44,5.95,1.51,1.176,1,2.445555556
348,45,And,1,11,10.3,37,43,27,5.81,-0.1,1.186194444,1,37.72416667
349,82,Psc,1,11,6.8,31,25,29,5.16,0.23,1.185222222,1,31.42472222
350,,,1,10,7.4,-57,41,40,6.41,0.89,1.168722222,-1,-57.69444444
351,84Chi,Psc,1,11,27.2,21,2,5,4.66,1.03,1.190888889,1,21.03472222
352,83Tau,Psc,1,11,39.6,30,5,23,4.51,1.09,1.194333333,1,30.08972222
353,34,Cet,1,11,43.5,-2,15,4,5.94,1.4,1.195416667,-1,-2.251111111
354,,,1,13,9.9,61,42,21,6.41,0.01,1.219416667,1,61.70583333
355,,,1,12,34,45,20,16,6.11,1.64,1.209444444,1,45.33777778
356,,,1,12,59.5,30,3,51,6.19,1,1.216527778,1,30.06416667
357,,,1,16,30.7,79,54,36,6.26,0.42,1.275194444,1,79.91
358,,,1,12,23.4,-30,48,8,6.52,0.48,1.2065,-1,-30.80222222
359,,,1,12,45.4,-37,51,23,5.92,0.28,1.212611111,-1,-37.85638889
360,85Phi,Psc,1,13,44.9,24,35,1,4.65,1.04,1.229138889,1,24.58361111
361,86Zet,Psc,1,13,43.9,7,34,31,5.24,0.32,1.228861111,1,7.575277778
362,86Zet,Psc,1,13,45.3,7,34,42,6.3,0.49,1.22925,1,7.578333333
363,,,1,14,5,28,31,47,6.43,1.7,1.234722222,1,28.52972222
364,87,Psc,1,14,7.6,16,8,1,5.98,-0.08,1.235444444,1,16.13361111
365,,,1,16,12.1,71,44,38,7.83,0.78,1.270027778,1,71.74388889
366,37,Cet,1,14,24,-7,55,23,5.13,0.46,1.24,-1,-7.923055556
367,88,Psc,1,14,42.4,6,59,43,6.03,1.08,1.245111111,1,6.995277778
368,38,Cet,1,14,49.2,0,58,26,5.7,0.42,1.247,1,0.9738888889
369,,,1,16,24.5,48,4,56,6.61,-0.05,1.273472222,1,48.08222222
370,Nu,Phe,1,15,11.1,-45,31,53,4.96,0.58,1.253083333,-1,-45.53138889
371,,,1,16,18.8,33,6,53,6.02,1.15,1.271888889,1,33.11472222
372,,,1,17,5.1,44,54,7,6.34,,1.28475,1,44.90194444
373,39,Cet,1,16,36.3,-2,30,1,5.41,0.9,1.27675,-1,-2.500277778
374,,,1,17,24.1,31,44,41,6.73,,1.290027778,1,31.74472222
375,,,1,20,19.5,77,34,14,6.31,0.92,1.33875,1,77.57055556
376,,,1,18,10.2,47,25,11,6.25,1.35,1.302833333,1,47.41972222
377,Kap,Tuc,1,15,46.1,-68,52,34,4.86,0.47,1.262805556,-1,-68.87611111
378,89,Psc,1,17,48,3,36,52,5.16,0.07,1.296666667,1,3.614444444
379,,,1,18,47,37,23,10,6.46,0.23,1.313055556,1,37.38611111
380,,,1,17,3.6,-66,23,53,6.24,0.05,1.284333333,-1,-66.39805556
381,,,1,21,59.1,76,14,20,6.38,0.28,1.366416667,1,76.23888889
382,34Phi,Cas,1,20,4.9,58,13,54,4.98,0.68,1.334694444,1,58.23166667
383,90Ups,Psc,1,19,28,27,15,51,4.76,0.03,1.324444444,1,27.26416667
384,35,Cas,1,21,5.2,64,39,30,6.34,0.09,1.351444444,1,64.65833333
385,42,Cet,1,19,48.3,0,30,32,5.87,0.64,1.330083333,1,0.5088888889
386,,,1,23,46.8,78,43,33,6.07,0.39,1.396333333,1,78.72583333
387,,,1,20,34.5,-3,14,49,6.23,1.02,1.342916667,-1,-3.246944444
388,,,1,20,27.8,-11,14,20,6.15,1.11,1.341055556,-1,-11.23888889
389,91,Psc,1,21,7.4,28,44,17,5.23,1.39,1.352055556,1,28.73805556
390,46Xi,And,1,22,20.4,45,31,44,4.88,1.08,1.372333333,1,45.52888889
391,,,1,23,21.6,58,8,35,6.45,,1.389333333,1,58.14305556
392,,,1,22,37,1,43,35,6.2,1.52,1.376944444,1,1.726388889
393,43,Cet,1,22,34.8,0,26,59,6.49,1.08,1.376333333,1,0.4497222222
394,,,1,22,30.5,-19,4,53,6.35,0.48,1.375138889,-1,-19.08138889
395,47,And,1,23,40.6,37,42,54,5.58,0.26,1.394611111,1,37.715
396,,,1,23,37.5,34,14,45,6.29,0.83,1.39375,1,34.24583333
397,,,1,23,24.9,20,28,8,5.97,1.71,1.39025,1,20.46888889
398,,,1,25,46.5,70,58,48,6.49,,1.429583333,1,70.98
399,36Psi,Cas,1,25,56,68,7,48,4.74,1.05,1.432222222,1,68.13
400,,,1,23,31,-30,56,44,5.84,1.61,1.391944444,-1,-30.94555556
401,44,Cet,1,24,2.5,-8,0,27,6.21,0.23,1.400694444,-1,-8.0075
402,45The,Cet,1,24,1.4,-8,11,0,3.6,1.06,1.400388889,-1,-8.183333333
403,37Del,Cas,1,25,49,60,14,7,2.68,0.13,1.430277778,1,60.23527778
404,,,1,24,20.6,-6,54,53,5.91,0.41,1.405722222,-1,-6.914722222
405,,,1,24,39.8,-15,39,37,6.14,0.91,1.411055556,-1,-15.66027778
406,,,1,24,48.7,-2,50,55,6.15,0.96,1.413527778,-1,-2.848611111
407,,,1,25,35.7,23,30,42,6.18,0.43,1.426583333,1,23.51166667
408,,,1,24,40.8,-41,29,33,5.42,1.04,1.411333333,-1,-41.4925
409,,,1,26,18.6,43,27,28,5.96,0.49,1.4385,1,43.45777778
410,,,1,26,8.7,34,34,47,6.31,0.47,1.43575,1,34.57972222
411,,,1,24,41.9,-44,31,42,6.26,1.14,1.411638889,-1,-44.52833333
412,46,Cet,1,25,37.2,-14,35,56,4.9,1.23,1.427,-1,-14.59888889
413,93Rho,Psc,1,26,15.3,19,10,20,5.38,0.39,1.437583333,1,19.17222222
414,94,Psc,1,26,41.7,19,14,25,5.5,1.11,1.444916667,1,19.24027778
415,,,1,27,6.2,34,22,39,6.27,0.46,1.451722222,1,34.3775
416,,,1,26,27.3,0,23,55,6.41,1.24,1.440916667,1,0.3986111111
417,48Ome,And,1,27,39.4,45,24,24,4.83,0.42,1.460944444,1,45.40666667
418,,,1,27,26.6,41,6,2,6.46,0.27,1.457388889,1,41.10055556
419,,,1,26,53.5,3,32,7,6.58,-0.04,1.448194444,1,3.535277778
420,,,1,25,5.3,-64,22,10,5.93,1.56,1.418138889,-1,-64.36944444
421,47,Cet,1,26,51.6,-13,3,24,5.66,0.35,1.447666667,-1,-13.05666667
422,,,1,27,47,40,20,8,6.6,-0.04,1.463055556,1,40.33555556
423,,,1,26,58.1,-32,32,35,5.79,3.86,1.449472222,-1,-32.54305556
424,1Alp,UMi,2,31,48.7,89,15,51,2.02,0.6,2.530194444,1,89.26416667
425,,,1,27,46.6,-10,54,6,6.13,1.32,1.462944444,-1,-10.90166667
426,,,1,28,22.9,7,57,41,6.2,1.12,1.473027778,1,7.961388889
427,38,Cas,1,31,13.8,70,15,53,5.81,0.47,1.5205,1,70.26472222
428,,,1,30,52.3,66,5,53,6.14,0.08,1.514527778,1,66.09805556
429,Gam,Phe,1,28,21.9,-43,19,6,3.41,1.57,1.47275,-1,-43.31833333
430,49,And,1,30,6.2,47,0,26,5.27,1,1.501722222,1,47.00722222
431,,,1,28,43.3,-33,45,49,6.58,0.3,1.478694444,-1,-33.76361111
432,97,Psc,1,29,52.9,18,21,20,6.02,0.14,1.498027778,1,18.35555556
433,48,Cet,1,29,36.1,-21,37,46,5.12,0.02,1.493361111,-1,-21.62944444
434,98Mu,Psc,1,30,11.1,6,8,38,4.84,1.37,1.503083333,1,6.143888889
435,,,1,29,30.4,-46,45,23,6.31,1.66,1.491777778,-1,-46.75638889
436,,,1,30,22.9,-26,12,28,5.93,1.34,1.506361111,-1,-26.20777778
437,99Eta,Psc,1,31,29,15,20,45,3.62,0.97,1.524722222,1,15.34583333
438,,,1,32,7.6,34,48,0,6.39,-0.12,1.535444444,1,34.8
439,,,1,33,25.8,58,19,39,5.7,1.52,1.557166667,1,58.3275
440,Del,Phe,1,31,15.1,-49,4,22,3.95,0.99,1.520861111,-1,-49.07277778
441,,,1,31,43.3,-30,17,0,5.82,1.08,1.528694444,-1,-30.28333333
442,39Chi,Cas,1,33,55.9,59,13,55,4.71,1,1.565527778,1,59.23194444
443,,,1,31,39.1,-45,34,32,6.17,0.06,1.527527778,-1,-45.57555556
444,,,1,33,3.5,-9,0,53,6.59,-0.04,1.550972222,-1,-9.014722222
445,,,1,32,56,-36,51,55,5.51,1.02,1.548888889,-1,-36.86527778
446,,,1,34,16.6,37,14,14,5.88,-0.07,1.571277778,1,37.23722222
447,,,1,32,36.3,-49,43,40,6.28,0.46,1.543416667,-1,-49.72777778
448,,,1,33,42.9,-7,1,31,5.76,0.64,1.561916667,-1,-7.025277778
449,,,1,37,22.5,74,18,3,6.58,0.03,1.622916667,1,74.30083333
450,,,1,34,49.1,18,27,38,5.89,1.52,1.580305556,1,18.46055556
451,49,Cet,1,34,37.8,-15,40,34,5.63,0.07,1.577166667,-1,-15.67611111
452,,,1,35,52.5,41,4,35,6.38,1.11,1.597916667,1,41.07638889
453,,,1,34,50.7,-31,53,32,6.12,1.11,1.58075,-1,-31.89222222
454,,,1,36,27.2,48,43,22,5.92,1.21,1.607555556,1,48.72277778
4551,1,Psc,1,35,46.4,14,39,41,6.22,-0.04,1.596222222,1,14.66138889
456,40,Cas,1,38,30.9,73,2,24,5.28,0.96,1.641916667,1,73.04
457,,,1,35,54.8,17,26,1,5.8,,1.598555556,1,17.43361111
458,50Ups,And,1,36,47.8,41,24,20,4.09,0.54,1.613277778,1,41.40555556
459,50,Cet,1,35,59,-15,24,1,5.42,1.21,1.599722222,-1,-15.40027778
460,,,1,35,15.2,-58,8,22,6.01,0.38,1.587555556,-1,-58.13944444
461,,,1,38,7.6,57,58,39,5.56,1.38,1.635444444,1,57.9775
462,Tau,Scl,1,36,8.4,-29,54,27,5.69,0.33,1.602333333,-1,-29.9075
4631,02Pi,Psc,1,37,5.9,12,8,30,5.57,0.35,1.618305556,1,12.14166667
464,51,And,1,37,59.6,48,37,42,3.57,1.28,1.633222222,1,48.62833333
465,,,1,38,31.7,45,24,0,6.36,0.04,1.642138889,1,45.4
466,,,1,37,37.7,-9,24,14,6.24,0.53,1.627138889,-1,-9.403888889
467,,,1,33,39.2,-78,30,17,6.11,0.97,1.560888889,-1,-78.50472222
468,,,1,36,44.8,-58,16,15,6.18,1.61,1.612444444,-1,-58.27083333
469,52Chi,And,1,39,21,44,23,10,4.98,0.89,1.655833333,1,44.38611111
470,,,1,40,13.1,53,52,6,6.39,1.61,1.670305556,1,53.86833333
471,,,1,38,27.4,-36,31,42,5.94,1.05,1.640944444,-1,-36.52833333
472,Alp,Eri,1,37,42.9,-57,14,12,0.46,-0.16,1.628583333,-1,-57.23666667
473,,,1,38,51.8,-21,16,31,5.58,0.34,1.647722222,-1,-21.27527778
474,,,1,38,50,-25,1,19,6.7,-0.08,1.647222222,-1,-25.02194444
4751,5,Psc,1,39,40.8,16,24,21,5.97,1.12,1.661333333,1,16.40583333
476,,,1,40,39.8,43,17,52,5.61,0.21,1.677722222,1,43.29777778
477,53Tau,And,1,40,34.8,40,34,37,4.94,-0.09,1.676333333,1,40.57694444
478,43,Cas,1,42,20.5,68,2,35,5.59,-0.07,1.705694444,1,68.04305556
479,,,1,38,48.2,-53,26,20,6.84,0.44,1.646722222,-1,-53.43888889
480,42,Cas,1,42,55.9,70,37,21,5.18,-0.04,1.715527778,1,70.6225
481,,,1,42,3,61,2,18,6.71,-0.03,1.700833333,1,61.03833333
482,,,1,42,17.8,58,37,40,6.37,-0.02,1.704944444,1,58.62777778
483,,,1,41,47.2,42,36,49,4.95,0.62,1.696444444,1,42.61361111
484,,,1,41,18.4,25,44,45,6.17,0.44,1.688444444,1,25.74583333
485,,,1,41,39.2,30,2,50,5.99,1.01,1.694222222,1,30.04722222
486,,,1,39,47.4,-56,11,53,5.87,0.9,1.663166667,-1,-56.19805556
487,,,1,39,47.8,-56,11,41,5.76,0.87,1.663277778,-1,-56.19472222
488,,,1,42,58.4,61,25,18,6.34,0.01,1.716222222,1,61.42166667
4891,06Nu,Psc,1,41,25.9,5,29,15,4.44,1.36,1.690527778,1,5.4875
490,,,1,42,3.5,35,14,44,5.64,-0.07,1.700972222,1,35.24555556
491,44,Cas,1,43,19.7,60,33,4,5.78,-0.02,1.722138889,1,60.55111111
492,,,1,41,44.7,-11,19,29,5.75,0.44,1.69575,-1,-11.32472222
4931,7,Psc,1,42,29.8,20,16,7,5.24,0.84,1.708277778,1,20.26861111
494,,,1,41,27.3,-38,7,59,6.17,0.42,1.690916667,-1,-38.13305556
495,,,1,43,16.5,45,19,20,6.34,1.01,1.72125,1,45.32222222
496,Phi,Per,1,43,39.6,50,41,19,4.07,-0.04,1.727666667,1,50.68861111
497,Pi,Scl,1,42,8.6,-32,19,37,5.25,1.05,1.702388889,-1,-32.32694444
498,,,1,42,3,-36,49,57,5.72,-0.01,1.700833333,-1,-36.8325
499,,,1,44,17.9,57,32,11,6.21,0.1,1.738305556,1,57.53638889
500,,,1,42,43.5,-3,41,25,4.99,1.38,1.712083333,-1,-3.690277778
501,,,1,41,41.1,-50,2,20,6.64,0.12,1.69475,-1,-50.03888889
502,,,1,44,46.1,57,5,21,6.25,0.04,1.746138889,1,57.08916667
503,,,1,43,50,32,11,30,6.34,,1.730555556,1,32.19166667
504,,,1,44,26.5,46,8,23,6.35,,1.740694444,1,46.13972222
505,,,1,41,48,-60,47,22,5.71,1.27,1.696666667,-1,-60.78944444
506,,,1,42,29.3,-53,44,26,5.52,0.53,1.708138889,-1,-53.74055556
507,,,1,43,54.8,-4,45,56,6.19,1.54,1.731888889,-1,-4.765555556
5081,9,Psc,1,44,55.8,20,4,59,6.27,0.75,1.748833333,1,20.08305556
509,52Tau,Cet,1,44,4.1,-15,56,15,3.5,0.72,1.734472222,-1,-15.9375
5101,10Omi,Psc,1,45,23.6,9,9,28,4.26,0.96,1.756555556,1,9.157777778
511,,,1,47,44.8,63,51,8,5.63,0.81,1.795777778,1,63.85222222
512,,,1,37,55.6,-82,58,30,5.87,0.61,1.632111111,-1,-82.975
513,,,1,45,59.3,-5,44,0,5.34,1.52,1.766472222,-1,-5.733333333
514,Eps,Scl,1,45,38.8,-25,3,9,5.31,0.39,1.760777778,-1,-25.0525
515,,,1,46,35.3,17,24,47,6.55,0.25,1.776472222,1,17.41305556
516,Tau1,Hyi,1,41,21.3,-79,8,54,6.33,0.94,1.68925,-1,-79.14833333
517,,,1,46,1,-27,20,57,6.39,0.36,1.766944444,-1,-27.34916667
518,,,1,47,48,46,13,47,6.32,0.43,1.796666667,1,46.22972222
519,,,1,46,5.8,-50,48,59,5.49,1.6,1.768277778,-1,-50.81638889
520,,,1,46,6.3,-53,31,19,5.04,0.04,1.768416667,-1,-53.52194444
521,,,1,48,38.9,37,57,10,5.94,0.97,1.810805556,1,37.95277778
522,4,Ari,1,48,10.9,16,57,20,5.84,-0.03,1.803027778,1,16.95555556
523,,,1,48,41.6,32,41,25,5.79,0.55,1.811555556,1,32.69027778
524,,,1,47,16.8,-41,45,36,6.18,1.54,1.788,-1,-41.76
525,,,1,37,28,-84,46,11,5.69,0.94,1.624444444,-1,-84.76972222
526,,,1,49,15.7,47,53,49,5.82,0.29,1.821027778,1,47.89694444
527,,,1,48,26,3,41,8,5.91,0.97,1.807222222,1,3.685555556
528,,,1,47,47.8,-37,9,35,6.32,1.02,1.796611111,-1,-37.15972222
529,,,1,50,57.1,51,56,0,5.9,0.43,1.849194444,1,51.93333333
530,1,Ari,1,50,8.5,22,16,31,5.86,0.74,1.835694444,1,22.27527778
531,53Chi,Cet,1,49,35.1,-10,41,11,4.67,0.33,1.826416667,-1,-10.68638889
532,,,1,49,19.5,-31,4,22,6.34,1.22,1.822083333,-1,-31.07277778
533,1,Per,1,51,59.3,55,8,51,5.52,-0.18,1.866472222,1,55.1475
534,,,1,50,52,11,2,36,5.94,0.3,1.847777778,1,11.04333333
535,,,1,49,48.8,-38,24,14,6.37,0.52,1.830222222,-1,-38.40388889
536,2,Per,1,52,9.4,50,47,34,5.79,-0.07,1.869277778,1,50.79277778
537,,,1,50,20.2,-47,48,59,6.14,1.01,1.838944444,-1,-47.81638889
538,,,1,52,50.8,51,28,29,6.26,,1.880777778,1,51.47472222
539,55Zet,Cet,1,51,27.6,-10,20,6,3.73,1.14,1.857666667,-1,-10.335
540,,,1,53,48.5,55,35,53,6.45,0.18,1.896805556,1,55.59805556
541,,,1,50,54.5,-50,12,22,5.94,0.14,1.848472222,-1,-50.20611111
542,45Eps,Cas,1,54,23.7,63,40,12,3.38,-0.15,1.906583333,1,63.67
543,55,And,1,53,17.3,40,43,47,5.4,1.32,1.888138889,1,40.72972222
544,2Alp,Tri,1,53,4.9,29,34,44,3.41,0.49,1.884694444,1,29.57888889
545,5Gam1,Ari,1,53,31.8,19,17,45,4.83,,1.892166667,1,19.29583333
546,5Gam2,Ari,1,53,31.8,19,17,37,4.75,-0.04,1.892166667,1,19.29361111
547,,,1,52,52.1,-16,55,45,5.8,0.27,1.881138889,-1,-16.92916667
548,46Ome,Cas,1,56,0,68,41,7,4.99,-0.1,1.933333333,1,68.68527778
5491,11Xi,Psc,1,53,33.3,3,11,15,4.62,0.94,1.892583333,1,3.1875
550,Tau2,Hyi,1,47,46.5,-80,10,36,6.06,0.34,1.79625,-1,-80.17666667
551,,,1,54,53.8,40,42,7,6.24,1.25,1.914944444,1,40.70194444
552,,,1,54,57.5,37,7,42,6.26,1.17,1.915972222,1,37.12833333
553,6Bet,Ari,1,54,38.4,20,48,29,2.64,0.13,1.910666667,1,20.80805556
554,,,1,53,23.2,-38,35,41,6.1,1.12,1.889777778,-1,-38.59472222
555,Psi,Phe,1,53,38.8,-46,18,9,4.41,1.59,1.894111111,-1,-46.3025
556,,,1,55,54.4,37,16,40,5.89,1.63,1.931777778,1,37.27777778
557,56,And,1,56,9.3,37,15,6,5.67,1.06,1.935916667,1,37.25166667
558,Phi,Phe,1,54,22,-42,29,49,5.11,-0.06,1.906111111,-1,-42.49694444
559,7,Ari,1,55,51,23,34,38,5.74,1.19,1.930833333,1,23.57722222
560,,,1,55,53.8,1,50,59,6.01,0.56,1.931611111,1,1.849722222
561,,,1,58,33.3,61,41,53,6.02,-0.04,1.975916667,1,61.69805556
562,,,1,57,56.4,41,41,40,6.78,-0.06,1.965666667,1,41.69444444
563,8Iot,Ari,1,57,21.1,17,49,3,5.1,0.92,1.955861111,1,17.8175
564,,,1,57,43.8,27,48,16,5.82,1.6,1.962166667,1,27.80444444
565,56,Cet,1,56,40.2,-22,31,37,4.85,1.42,1.9445,-1,-22.52694444
566,Chi,Eri,1,55,57.5,-51,36,32,3.7,0.85,1.932638889,-1,-51.60888889
567,,,1,59,38,64,37,17,5.26,0.01,1.993888889,1,64.62138889
568,3,Per,1,58,33.6,49,12,15,5.69,1.01,1.976,1,49.20416667
569,9Lam,Ari,1,57,55.7,23,35,46,4.79,0.28,1.965472222,1,23.59611111
570,Eta2,Hyi,1,54,56.1,-67,38,50,4.69,0.95,1.915583333,-1,-67.64722222
571,,,1,55,46.4,-60,51,41,6.06,0.37,1.929555556,-1,-60.86138889
572,,,2,2,57.2,77,54,59,6.04,1.14,2.049222222,1,77.91638889
573,,,1,57,0.1,-51,45,58,6.1,0.48,1.950027778,-1,-51.76611111
574,,,1,57,10,-47,23,6,4.83,0.88,1.952777778,-1,-47.385
575,48,Cas,2,1,57.4,70,54,25,4.54,0.16,2.032611111,1,70.90694444
576,,,1,58,26.7,-33,4,0,6.35,1.02,1.974083333,-1,-33.06666667
577,,,1,59,35.7,21,3,30,5.87,1.03,1.99325,1,21.05833333
578,,,1,59,25.9,12,17,41,6.09,0.19,1.990527778,1,12.29472222
579,,,2,3,10.5,73,51,2,6.23,,2.052916667,1,73.85055556
580,50,Cas,2,3,26.1,72,25,17,3.98,-0.01,2.05725,1,72.42138889
581,47,Cas,2,5,7.4,77,16,53,5.38,0.31,2.085388889,1,77.28138889
5821,12,Psc,2,0,9.2,3,5,50,5.88,0.62,2.002555556,1,3.097222222
583,57,Cet,1,59,46.1,-20,49,28,5.41,1.65,1.996138889,-1,-20.82444444
584,,,1,57,53.6,-65,25,29,6.37,0.9,1.964888889,-1,-65.42472222
585,59Ups,Cet,2,0,0.3,-21,4,40,4,1.57,2.000083333,-1,-21.07777778
586,52,Cas,2,2,52.7,64,54,5,6,0.03,2.047972222,1,64.90138889
587,,,2,0,26.9,-8,31,25,5.51,1.52,2.007472222,-1,-8.523611111
588,,,1,59,38.8,-42,1,50,5.57,1.06,1.994111111,-1,-42.03055556
589,53,Cas,2,3,0.3,64,23,24,5.58,0.38,2.050083333,1,64.39
590,4,Per,2,2,18.1,54,29,15,5.04,-0.08,2.038361111,1,54.4875
591,Alp,Hyi,1,58,46.2,-61,34,11,2.86,0.28,1.9795,-1,-61.56972222
592,49,Cas,2,5,31.2,76,6,54,5.22,0.95,2.092,1,76.115
593,Sig,Hyi,1,55,50.5,-78,20,54,6.16,0.44,1.930694444,-1,-78.34833333
594,Pi,For,2,1,14.7,-30,0,6,5.35,0.88,2.02075,-1,-30.00166667
5951,13Alp,Psc,2,2,2.8,2,45,49,5.23,,2.034111111,1,2.763611111
5961,13Alp,Psc,2,2,2.8,2,45,49,4.33,0.03,2.034111111,1,2.763611111
597,,,2,9,25.3,81,17,45,6.05,0.11,2.157027778,1,81.29583333
598,,,2,4,40.1,65,6,12,6.52,0,2.077805556,1,65.10333333
599,3Eps,Tri,2,2,58,33,17,2,5.5,0.03,2.049444444,1,33.28388889
600,,,1,59,41.1,-66,3,59,6.1,1.17,1.99475,-1,-66.06638889
601,,,2,2,35.2,13,28,36,5.94,1.59,2.043111111,1,13.47666667
602,Chi,Phe,2,1,42.4,-44,42,49,5.14,1.49,2.028444444,-1,-44.71361111
603,57Gam1,And,2,3,54,42,19,47,2.26,1.37,2.065,1,42.32972222
604,57Gam2,And,2,3,54.7,42,19,51,4.84,0.03,2.065194444,1,42.33083333
605,10,Ari,2,3,39.3,25,56,8,5.63,0.54,2.060916667,1,25.93555556
606,,,2,2,28.1,-29,39,54,6.42,0.14,2.041138889,-1,-29.665
607,60,Cet,2,3,11.7,0,7,42,5.43,0.15,2.05325,1,0.1283333333
608,,,2,2,58.6,-15,18,21,5.86,0.98,2.049611111,-1,-15.30583333
609,,,2,3,42.6,18,15,12,6.21,1.42,2.061833333,1,18.25333333
610,61,Cet,2,3,48.2,0,20,25,5.93,0.88,2.063388889,1,0.3402777778
611,,,2,3,40.5,-4,6,13,5.62,1.59,2.06125,-1,-4.103611111
612,Nu,For,2,4,29.4,-29,17,49,4.69,-0.17,2.074833333,-1,-29.29694444
613,12Kap,Ari,2,6,33.9,22,38,54,5.03,0.11,2.109416667,1,22.64833333
614,,,2,6,12.3,8,14,51,6.31,1.65,2.103416667,1,8.2475
615,11,Ari,2,6,49.2,25,42,17,6.15,-0.03,2.113666667,1,25.70472222
616,,,2,6,29.3,0,2,6,6.28,0.9,2.108138889,1,0.035
617,13Alp,Ari,2,7,10.4,23,27,45,2,1.15,2.119555556,1,23.4625
618,,,2,8,40.5,58,25,25,5.67,0.61,2.144583333,1,58.42361111
619,,,2,8,33.6,44,27,34,6.42,,2.142666667,1,44.45944444
620,58,And,2,8,29.3,37,51,33,4.82,0.12,2.141472222,1,37.85916667
621,,,2,10,7.8,53,50,35,6.31,0.95,2.168833333,1,53.84305556
622,4Bet,Tri,2,9,32.6,34,59,14,3,0.14,2.159055556,1,34.98722222
623,14,Ari,2,9,25.3,25,56,23,4.98,0.33,2.157027778,1,25.93972222
624,,,2,9,23.1,17,13,28,6.43,,2.156416667,1,17.22444444
625,,,2,8,45.7,-17,46,46,6.1,1.61,2.146027778,-1,-17.77944444
626,,,2,13,21.2,74,1,40,6.29,0.91,2.222555556,1,74.02777778
627,5,Per,2,11,29,57,38,45,6.36,0.33,2.191388889,1,57.64583333
628,59,And,2,10,52.8,39,2,22,5.63,-0.02,2.181333333,1,39.03944444
629,59,And,2,10,53.7,39,2,35,6.1,-0.07,2.181583333,1,39.04305556
630,,,2,9,34.8,-24,20,45,6.48,0.29,2.159666667,-1,-24.34583333
631,15,Ari,2,10,37.6,19,30,1,5.7,1.65,2.177111111,1,19.50027778
632,,,2,9,9.3,-43,31,0,5.85,1.19,2.152583333,-1,-43.51666667
633,16,Ari,2,11,12,25,56,13,6.02,1.36,2.186666667,1,25.93694444
634,5,Tri,2,11,25,31,31,35,6.23,0.11,2.190277778,1,31.52638889
635,64,Cet,2,11,21.1,8,34,11,5.63,0.56,2.189194444,1,8.569722222
636,,,2,10,4.9,-43,48,56,6.32,0.9,2.168027778,-1,-43.81555556
637,,,2,10,25.6,-50,49,28,6.12,0.82,2.173777778,-1,-50.82444444
638,,,2,11,22.2,-10,3,8,6.01,0.39,2.1895,-1,-10.05222222
639,63,Cet,2,11,35.8,-1,49,31,5.93,0.97,2.193277778,-1,-1.825277778
640,55,Cas,2,14,29.1,66,31,28,6.07,0.63,2.241416667,1,66.52444444
641,,,2,13,41.5,58,33,40,6.44,0.6,2.228194444,1,58.56111111
642,6,Tri,2,12,22.3,30,18,11,4.94,0.78,2.206194444,1,30.30305556
643,60,And,2,13,13.3,44,13,54,4.83,1.48,2.220361111,1,44.23166667
644,,,2,12,37.5,24,10,4,5.96,1.37,2.210416667,1,24.16777778
645,,,2,13,36.3,51,3,57,5.31,0.93,2.22675,1,51.06583333
